"Detector","Year","Doctype","Publisher","Venue","Title","Citations","Altmetric","Tips","Tortured Phrases","Assessor","PubPeer Users"
"tortured","2021","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2021 Second International Conference on Electronics and Sustainable Communication Systems (ICESC)","Intelligent Voice Assistant by Using OpenCV Approach","1","0","4","discourse acknowledgement OR discourse acknowledgment • keen home • man-made brainpower • normal language preparing","Invitation for human assessors","–"
"tortured","2021","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2021 5th International Conference on Trends in Electronics and Informatics (ICOEI)","Traffic Control Loss and to Handle Seamless Mobility in a Heterogeneous Network with Lesser Transmission Delay","0","0","4","blunder rate • fluffy rationale • misfortune rate • versatile hub","Invitation for human assessors","–"
"tortured","2021","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2021 7th International Conference on Advanced Computing and Communication Systems (ICACCS)","Prediction of Covid Disease using Advanced IoT and Support Vector Machine","0","0","4","arbitrary woods • choice backwood • electronic wellbeing records • help vector machine","Cabanac","Alexander Magazinov"
"tortured","2021","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2021 5th International Conference on Computing Methodologies and Communication (ICCMC)","IoT Based Smart Energy Forecasting and Data Logging System","1","0","4","brilliant metering • brilliant AND keen AND savvy AND shrewd • keen gadget • savvy metering","Invitation for human assessors","–"
"tortured","2020","article","Elsevier","Measurement","Kidney disease detection and segmentation using artificial neural network and multi-kernel k-means clustering for ultrasound images","28","0","4","area of enthusiasm • back proliferation AND neural • flag to commotion • locale of intrigue","Cabanac","N. H. Wise, Hoya Camphorifolia"
"tortured","2020","article","Kyushu University","Proceedings of International Exchange and Innovation Conference on Engineering & Sciences (IEICES)","Does Urban Concentration Mitigate the Negative Impacts of Electric Energy Consumption on Climate Change? Evidence from Egypt","0","0","4","square blunder • vitality productivity • vitality utilization • warm solace","Invitation for human assessors","–"
"tortured","2020","article","Egypts Presidential Specialized Council for Education and Scientific Research","Benha Journal of Applied Sciences","Assessment of Lung Recruitment by Ultrasound in Patient Undergoing Upper Abdominal Surgery","0","0","4","attractive reverberation • diastolic circulatory strain • figured tomography • intense respiratory misery","Invitation for human assessors","–"
"tortured","2020","article","Egypts Presidential Specialized Council for Education and Scientific Research","Benha Journal of Applied Sciences","Role of KruPPel Like Factor (2) in Pathogenesis of Inflammatory Acne","0","0","4","collector working trademark • invulnerable framework • polymerase chain response • programming bundle","Invitation for human assessors","–"
"tortured","2020","article","Egypts Presidential Specialized Council for Education and Scientific Research","Benha Journal of Applied Sciences","Prevalence of Anxiety and Depression in Patients with Chronic Respiratory Diseases","0","0","4","maturing populace • p esteem • provocative middle people • respiratory disappointment","Invitation for human assessors","–"
"tortured","2020","article","Springer Nature","Wireless Personal Communications","State-of-Art and Open Issues of Cross-Layer Design and QOS Routing in Internet of Vehicles","3","0","4","directing convention • malevolent hub • steering convention • vitality effective","Cabanac","Guillaume Cabanac"
"tortured","2020","article","Wiley","Concurrency and Computation Practice and Experience","Leveraging energy-efficient load balancing algorithms in fog computing","8","0","4","figuring asset • versatile hub • vitality efficiency • vitality utilization","Invitation for human assessors","–"
"tortured","2020","article","Ital Publication","Civil Engineering Journal","Numerical Analysis of Seepage in Earth-Fill Dams","6","0","4","concealed layer • fake neural • shrouded layer • yield layer AND neural","Invitation for human assessors","–"
"tortured","2020","article","Springer Nature","Neural Computing and Applications","Group search optimizer: a nature-inspired meta-heuristic optimization algorithm with its results, variants, and applications","90","0","4","back vector machine • fake neural • hereditary algorithm • molecule swarm","Cabanac","Guillaume Cabanac"
"tortured","2020","article","Wiley","International Journal of Communication Systems","Hybrid genetic and shuffled frog-leaping algorithm for neural network structure optimization and learning model to predict free spectrum in cognitive radio","2","0","4","genuine esteemed • hereditary calculation • vitality utilization • wellness esteem","Invitation for human assessors","–"
"tortured","2020","article","Springer Nature","Journal of Cluster Science","Near Infrared Light-Actuated PEG Wrapping Carbon Nanodots Loaded Cisplatin for Targeted Therapy of Lung Cancer Therapy","2","0","4","adversely charged • contrarily charged • decidedly charged • drug delivery frameworks","Invitation for human assessors","–"
"tortured","2020","article","Springer Nature","Journal of Ambient Intelligence and Humanized Computing","Route optimization for efficient data transmission using time desire strategy in wireless network","0","0","4","directing convention • self sorting out • steering convention • vitality effective","Invitation for human assessors","–"
"tortured","2020","article","Springer Nature","Soft Computing","Prediction research of financial time series based on deep learning","8","0","4","back spread AND neural • bear vector engine • hereditary algorithm • support vector engine","Cabanac","Guillaume Cabanac"
"tortured","2020","article","Elsevier","Materials Today Proceedings","Quality enhancement of producer by cooling and conditioning: A review","0","0","4","concealed layer • squared blunder • squared mistake • yield layer AND neural","Invitation for human assessors","–"
"tortured","2020","article","Institute of Electrical and Electronics Engineers (IEEE)","IEEE Access","An IoT Framework for Heart Disease Prediction Based on MDCNN Classifier","52","1","4","convolutional neural system • discourse acknowledgement OR discourse acknowledgment • electronic wellbeing records • shrouded layer","Cabanac","Guillaume Cabanac"
"tortured","2020","article","Elsevier","Coordination Chemistry Reviews","Heterogeneous surface architectured metal-organic frameworks for cancer therapy, imaging, and biosensing: A state-of-the-art review","45","7","4","attractive reverberation • concoction properties • medication conveyance • nucleic corrosive","Cabanac","N. H. Wise"
"tortured","2020","article","Springer Nature","Wireless Personal Communications","A Sly Salvage of Semantic Web Content with Insistence of Low Precision and Low Recall","0","0","4","concealed layer • genuine esteemed • manufactured neural • shrouded layer","Cabanac","Alexander Magazinov, Elisabeth M Bik"
"tortured","2020","article","Wiley","Transactions on Emerging Telecommunications Technologies","Recognition of grey hole attacks in wireless sensor networks using fuzzy logic in IoT","3","0","4","keen gadget • malevolent hub • pernicious hub • shrewd gadget","Invitation for human assessors","–"
"tortured","2020","chapter","Springer Nature","Proceeding of International Conference on Computational Science and Applications","Parallel Job Execution to Minimize Overall Execution Time and Individual Schedule Time Using Modified Credit-Based Firefly Algorithm","0","0","4","hereditary calculation • molecule swarm • subterranean insect settlement • subterranean insect state","Invitation for human assessors","–"
"tortured","2020","chapter","Springer Nature","International Conference on Mobile Computing and Sustainable Informatics","Feature Extraction for Software Defect Detection Utilizing Neural Network with Random Forest","0","0","4","back engendering AND neural • back proliferation AND neural • concealed layer • dimensionality decrease","Invitation for human assessors","–"
"tortured","2020","chapter","De Gruyter","Internet of Things","2. IoT technology and applications","1","0","4","computerized reasoning • human-made brainpower • human-made consciousness • vitality utilization","Invitation for human assessors","–"
"tortured","2020","chapter","Springer Nature","Information and Communication Technology for Intelligent Systems","Convolutional Neural Networks: An Overview and Its Applications in Pattern Recognition","7","0","4","constitutional neural • convolutional neural system • discourse acknowledgement OR discourse acknowledgment • profound neural system","Invitation for human assessors","–"
"tortured","2020","chapter","Springer Nature","ICCCE 2020","A Traditional Analysis for Efficient Data Mining with Integrated Association Mining into Regression Techniques","2","0","4","dimensionality decrease • hereditary calculation • manufactured neural • wellness esteem","Invitation for human assessors","–"
"tortured","2020","chapter","Springer Nature","New Trends in Computational Vision and Bio-inspired Computing","An Analytical Review on Machine Learning Techniques to Predict Diseases","0","0","4","affiliation rule mining • bosom tumor • dimensionality decrease • human services conveyance","Invitation for human assessors","–"
"tortured","2020","chapter","Springer Nature","Advances in Automotive Technologies","Exploratory and Performance Analysis of Solar Refrigeration System Using Nanofluids—A Review","0","0","4","creating nations • vitality utilization • warm solace • warmth exchange","Invitation for human assessors","–"
"tortured","2020","chapter","Springer Nature","Innovations in Bio-Inspired Computing and Applications","Early Brain Tumor Detection Using Random Forest Classification","1","0","4","arbitrary backwoods • attractive reverberation • dimensionality decrease • mind tumor","Invitation for human assessors","–"
"tortured","2020","chapter","Springer Nature","Data Science and Intelligent Applications","A Novel Approach for Credit Card Fraud Detection Through Deep Learning","0","0","4","back engendering AND neural • discourse acknowledgement OR discourse acknowledgment • shrouded layer • yield layer AND neural","Invitation for human assessors","–"
"tortured","2020","chapter","Springer Nature","Business Intelligence for Enterprise Internet of Things","Semi-Supervised Machine Learning Algorithm for Predicting Diabetes Using Big Data Analytics","0","0","4","bolster vector machine • calculated relapse • help vector machine • innocent Bayes","Invitation for human assessors","–"
"tortured","2020","chapter","Springer Nature","Intelligent Computing and Innovation on Data Science","Green Technology to Assess and Measure Energy Efficiency of Data Center in Cloud Computing","0","0","4","as pursues • vitality effective • vitality productivity • vitality utilization","Invitation for human assessors","–"
"tortured","2020","chapter","Springer Nature","Innovative Data Communication Technologies and Application","Energy-Efficient Routing Based Distributed Cluster for Wireless Sensor Network","3","0","4","directing convention • leftover vitality • steering convention • vitality utilization","Invitation for human assessors","–"
"tortured","2020","chapter","Springer Nature","Inventive Communication and Computational Technologies","Optimized Prediction Model to Diagnose Breast Cancer Risk and Its Management","0","0","4","collector working trademark • irregular woodland • perplexity lattice • prescient quality","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 International Conference on Computation, Automation and Knowledge Management (ICCAKM)","A Coherent Cluster Head Selection Algorithm Based on Pinnacle Weight","0","0","4","leftover vitality • versatile hub • vitality effective • vitality utilization","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 5th IEEE International Conference on Recent Advances and Innovations in Engineering (ICRAIE)","A Comparison of Lifetime in WSN with Static and Mobile Sink","1","0","4","as pursues • directing convention • middle of the road hub • steering convention","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 11th International Conference on Computing, Communication and Networking Technologies (ICCCNT)","Modified Hough Transformation for ROI","0","0","4","area of enthusiasm • area of intrigue • locale of enthusiasm • locale of intrigue","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 International Conference on Smart Electronics and Communication (ICOSEC)","A Review of Machine Learning Algorithms on IoT Applications","38","0","4","keen city • pernicious hub • shrewd city • wellness esteem","Cabanac","N. H. Wise"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 7th International Conference on Smart Structures and Systems (ICSSS)","Analysis of QoS for Conveying Authorisation Based on Internet of Things (IoT) in Wireless Sensor Networks (WSN)","1","0","4","directing convention • misfortune rate • steering convention • vitality utilization","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 8th International Conference on Reliability, Infocom Technologies and Optimization (Trends and Future Directions) (ICRITO)","Improved MODLEACH with Effective Energy Utilization Technique for WSN","1","0","4","directing convention • leftover vitality • steering convention • vitality utilization","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2nd International Conference on Data, Engineering and Applications (IDEA)","“Application of deep learning techniques for automating the detection of diabetic retinopathy in retinal fundus photographs”","1","0","4","computerized reasoning • discourse acknowledgement OR discourse acknowledgment • fake neural • man-made consciousness","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 International Conference for Emerging Technology (INCET)","Twitter Sentiment Analysis","8","0","4","back likelihood • guileless Bayes • profound neural system • supposition examination","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 4th International Conference on Trends in Electronics and Informatics (ICOEI)(48184)","On Trend Hybrid Pattern Generation in Fabrics using Machine Learning","0","0","4","computerized reasoning • convolutional neural system • man-made consciousness • normal language preparing","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 5th International Conference on Communication and Electronics Systems (ICCES)","Energy Efficient Data Gathering Scheme in Underwater Sensor Networks","0","0","4","directing convention • steering convention • vitality effective • vitality utilization","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 International Conference on Electrical and Electronics Engineering (ICE3)","Neural Network Approach to Short and Long Term Load Forecasting Using Weather Conditioning","4","0","4","as pursues • discourse acknowledgement OR discourse acknowledgment • square mistake • yield layer AND neural","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 International Conference on Emerging Trends in Information Technology and Engineering (ic-ETITE)","An Extensive Research on Cyber Threats using Learning Algorithm","4","0","4","DDoS assault • concealed layer • shrouded layer • yield layer AND neural","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 International Conference on Emerging Trends in Information Technology and Engineering (ic-ETITE)","Extensible Particle Swarm Optimization Technique Using Route Set Choosing Algorithm in MANET","2","0","4","directing convention • enhancement calculation AND optimiz* • molecule swarm • vitality utilization","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 6th International Conference on Advanced Computing and Communication Systems (ICACCS)","Detection of Brain Tumor in Medical Imaging","0","0","4","blunder rate • mind tumor • shrouded layer • yield layer AND neural","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 6th International Conference on Advanced Computing and Communication Systems (ICACCS)","Machine Learning and Internet of Things based Smart Agriculture","4","0","4","bolster vector machine • help vector machine • return misfortune • viewpoint proportion","Invitation for human assessors","–"
"tortured","2020","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2020 6th International Conference on Advanced Computing and Communication Systems (ICACCS)","Nature Inspired Meta-heuristic Optimization Algorithms Capitalized","1","0","4","arbitrary strolls • irregular walks • molecule swarm • populace size","Invitation for human assessors","–"
"tortured","2019","article","Emerald","International Journal of Human Rights in Healthcare","Technological improvement in modern health care applications using Internet of Things (IoT) and proposal of novel health care approach","48","1","4","brilliant AND keen AND savvy AND shrewd • directing convention • keen home • maturing populace","Cabanac","Guillaume Cabanac"
"tortured","2019","article","Elsevier","Materials Today Proceedings","Application of Hybrid Aluminum Matrix Composite in Automotive Industry","9","0","4","rubbing coefficient • vitality productivity • vitality utilization • warmth exchange","Invitation for human assessors","–"
"tortured","2019","article","IOP Publishing","Journal of Physics Conference Series","CO-EXERCISE OF DT AND KNN CLASSIFIERS FOR FAULT DETECTION AND CLASSIFICATION OF SEMI SUPERVISED MACHINE LEARNING","0","0","4","as pursues • counterfeit neural • help vector machine • molecule swarm","Invitation for human assessors","–"
"tortured","2019","article","IOP Publishing","Journal of Physics Conference Series","Facial Recognition Using Aggregation and Random Forest Classification Method","1","0","4","arbitrary woods • blunder rate • irregular backwoods • irregular timberland","Invitation for human assessors","–"
"tortured","2019","article","Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP","International Journal of Innovative Technology and Exploring Engineering","Performance Evaluation of Energy Efficient Distance Based LEACH Protocol for Wireless Sensor Networks","0","0","4","directing convention • leftover vitality • vitality effective • vitality utilization","Invitation for human assessors","–"
"tortured","2019","article","Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP","International Journal of Innovative Technology and Exploring Engineering","Research Experimentation on Channel Characteristics with Different Channel Models for the Better Packet Delivery Ratio for the Auv Search Applications using Vbf Based Model","0","0","4","directing convention • steering convention • vitality effective • vitality utilization","Invitation for human assessors","–"
"tortured","2019","article","Springer Nature","International Journal of Applied and Computational Mathematics","Numerical Study of Carreau Nanofluid Flow Under Slips","2","0","4","concoction response • electrically directing • warmth exchange • warmth source","Invitation for human assessors","–"
"tortured","2019","article","Springer Nature","Telecommunication Systems","A novel algorithm for integrated control model using swarm robots for intruder detection and rescue schedules","0","0","4","molecule swarm • populace size • self sorting out • subterranean insect settlement","Invitation for human assessors","–"
"tortured","2019","article","Taylor & Francis","International Journal of Ambient Energy","Analysis of unsteady magnetohydrodynamic flow between two parallel plates under angular velocity","5","0","4","differential condition AND third request • electrically leading liquid • straight differential condition • warmth exchange","Cabanac","N. H. Wise"
"tortured","2019","article","Springer Nature","Journal of Big Data","Analysis of diabetes mellitus for early prediction using optimal features selection","100","0","4","disarray lattice • electronic wellbeing records • help vector machine • kidney disappointment","Magazinov","N. H. Wise"
"tortured","2019","article","Springer Nature","Neural Computing and Applications","Analyzing genetic diseases using multimedia processing techniques associative decision tree-based learning and Hopfield dynamic neural networks from medical images","2","0","4","blunder rate • exactness esteem • molecule swarm • wellness esteem","Invitation for human assessors","–"
"tortured","2019","chapter","Springer Nature","Smart Intelligent Computing and Applications","A New Adaptive Artificial Bee Colony (AABC) Technique in Cellular Automata Data Clustering","1","0","4","as pursues • irregular strolls • mind tumor • wellness esteem","Invitation for human assessors","–"
"tortured","2019","chapter","Springer Nature","Advances in Power and Control Engineering","Artificial Neural Network-Based Battery Energy Storage System for Electrical Vehicle","0","0","4","concealed layer • fluffy rationale • shrouded layer • yield layer AND neural","Invitation for human assessors","–"
"tortured","2019","preprint","Elsevier","SSRN Electronic Journal","Implementation of Artificial Intelligence in TIG","1","0","4","back spread AND neural • counterfeit neural • fake neural • yield layer AND neural","Invitation for human assessors","–"
"tortured","2019","preprint","–","SSRN Electronic Journal","Novel Method for Prostate Cancer Detection Using Super Pixel and ANN Algorithm","0","0","4","attractive reverberation • back spread AND neural • shrouded layer • yield layer AND neural","Invitation for human assessors","–"
"tortured","2019","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2019 Devices for Integrated Circuit (DevIC)","High PSNR based Image Fusion by Weighted Average Brovery Transform Method","3","0","4","attractive reverberation • positron discharge tomography • processed tomography (CT) • registered tomography","Invitation for human assessors","–"
"tortured","2019","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2019 International Conference on Advances in Computing and Communication Engineering (ICACCE)","A Novel Paradigm of Melanoma Diagnosis Using Machine Learning and Information Theory","6","0","4","counterfeit neural • discourse acknowledgement OR discourse acknowledgment • flag to clamor • square blunder","Invitation for human assessors","–"
"tortured","2019","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2019 International Conference on Intelligent Computing and Control Systems (ICCS)","Evaluation of Phishing Techniques Based on Machine Learning","2","0","4","common language preparing • concealed layer • gullible Bayes • yield layer AND neural","Invitation for human assessors","–"
"tortured","2019","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2019 Third International conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)","Face Recognition of Identical Twins Based On Support Vector Machine Classifier","4","0","4","conviction breaks • goof rate • indistinguishable twins • one year secluded","Cabanac","Elisabeth M Bik"
"tortured","2019","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2019 Fifth International Conference on Science Technology Engineering and Mathematics (ICONSTEM)","Smart Packet Forwarding in Router using Classification Of System Traffic with Neural System","0","0","4","back proliferation AND neural • inclination plummet • k-implies grouping • yield layer AND neural","Invitation for human assessors","–"
"tortured","2019","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2019 International Conference on Vision Towards Emerging Trends in Communication and Networking (ViTECoN)","Rainfall Pattern Prediction Using Real Time Global Climate Parameters Through Machine Learning","3","0","4","concealed layer • counterfeit neural • fake neural • yield layer AND neural","Invitation for human assessors","–"
"tortured","2019","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2019 International Artificial Intelligence and Data Processing Symposium (IDAP)","Gender Prediction from Images Using Deep Learning Techniques","2","0","4","back engendering AND neural • blunder rate • bolster vector machine • convolutional neural system","Invitation for human assessors","–"
"tortured","2019","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2019 3rd International Conference on Trends in Electronics and Informatics (ICOEI)","Breast Cancer Prediction via Machine Learning","13","0","4","arbitrary backwoods • arbitrary woods • irregular timberland • irregular woodland","Invitation for human assessors","–"
"tortured","2019","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2019 12th International Conference on Information & Communication Technology and System (ICTS)","Stock Composite Prediction using Nonlinear Autoregression with Exogenous Input (NARX)","1","0","4","back proliferation AND neural • square blunder • square mistake • squared mistake","Invitation for human assessors","–"
"tortured","2019","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2019 3rd International conference on Electronics, Communication and Aerospace Technology (ICECA)","Data Analysis by Web Scraping using Python","19","0","4","information stockroom • inquiry dialect • reaction time to inquiry • social database AND SQL","Cabanac","Guillaume Cabanac"
"tortured","2018","article","Springer Nature","Cluster Computing","Classification of malignant melanoma and benign skin lesion by using back propagation neural network and ABCD rule","8","0","4","back engendering AND neural • back proliferation AND neural • bosom malignancy • yield layer AND neural","Invitation for human assessors","–"
"tortured","2018","article","Institute of Advanced Engineering and Science","Indonesian Journal of Electrical Engineering and Computer Science","Application of Artificial Neural Network in Electrical Power System","0","0","4","bolster vector machine • concealed layer • shrouded layer • yield layer AND neural","Invitation for human assessors","–"
"tortured","2018","article","Elsevier","Materials Today Proceedings","GAC-ANN Technique for Prediction of Spring Back Effect in Wipe Bending Process of Sheet Metal","92","2","4","counterfeit neural • hereditary calculation • shrouded layer • yield layer AND neural","Cabanac","N. H. Wise"
"tortured","2018","article","Springer Nature","Cluster Computing","Qos improvement based security enhancement for link activity monitoring service in mobile ad hoc network","1","0","4","blunder rate • directing convention • steering convention • subterranean insect settlement","Invitation for human assessors","–"
"tortured","2018","chapter","Springer Nature","Cyber Security","GPS Hash Table Based Location Identifier Algorithm for Security and Integrity Against Vampire Attacks","2","0","4","directing convention • pernicious hub • vitality effective • vitality utilization","Invitation for human assessors","–"
"tortured","2018","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2018 Second International Conference on Inventive Communication and Computational Technologies (ICICCT)","An Artificial Intelligence Approach for Predicting Different Types of Stroke","1","0","4","computerized reasoning • manufactured neural • self sorting out • squared mistake","Cabanac","N. H. Wise"
"tortured","2018","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2018 International Conference on Intelligent Computing and Communication for Smart World (I2C2SW)","Comparative Analysis on Image Retrieval Technique using Machine Learning","0","0","4","bolster vector machine • help vector machine • learning revelation in databases • man-made consciousness","Invitation for human assessors","–"
"tortured","2018","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2018 International Conference on Computational Techniques, Electronics and Mechanical Systems (CTEMS)","Classification of Intrusion Detection Dataset using machine learning Approaches","0","0","4","as pursues • credulous Bayesian • guileless Bayes • innocent Bayesian","Invitation for human assessors","–"
"tortured","2018","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2018 International Conference on Computational Techniques, Electronics and Mechanical Systems (CTEMS)","Efficient Solution for wireless sensor network and Using Ant Colony Algorithm optimization","0","0","4","cross-breed calculation • enhancement calculation AND optimiz* • subterranean insect state • underground creepy crawly region","Invitation for human assessors","–"
"tortured","2018","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2018 International Conference on Advances in Computing, Communication Control and Networking (ICACCCN)","Determination of Parkinson’s disease utilizing Machine Learning Methods","3","0","4","Parkinson's ailment • Parkinson's infection • Parkinson's sickness • investigation of change (ANOVA)","Invitation for human assessors","–"
"tortured","2018","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2018 3rd International Conference on Communication and Electronics Systems (ICCES)","Energy Conservation Mode Based on Dijkstra’s Algorthim with Link Cost Function for WBANS","0","0","4","directing convention • steering convention • vitality efficiency • vitality utilization","Invitation for human assessors","–"
"tortured","2018","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2018 International Conference on Soft-computing and Network Security (ICSNS)","Certain Investigation on Power Preservation in Sensor Networks","7","0","4","directing convention • molecule swarm • versatile hub • vitality utilization","Invitation for human assessors","–"
"tortured","2017","article","IOSR Journals","International Journal of Engineering Research and Applications","Wireless Body Area Networks","0","0","4","directing convention • shrewd home • steering convention • vitality effective","Invitation for human assessors","–"
"tortured","2017","article","Institute of Advanced Engineering and Science","Indonesian Journal of Electrical Engineering and Computer Science","Hybrid Approach for Water Demand Prediction Based on Fuzzy Congnitive Maps","1","0","4","back proliferation AND neural • hereditary calculation • manufactured neural • mean outright blunder","Invitation for human assessors","–"
"tortured","2017","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2017 1st International Conference on Electronics, Materials Engineering and Nano-Technology (IEMENTech)","Detection and Classification of Breast Cancer from Digital Mammograms Using RF and RF-ELM Algorithm","13","0","4","bosom growth • bosom malignancy • bosom tumor • genuine positive (TP)","Invitation for human assessors","–"
"tortured","2017","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2017 International Conference on Energy, Communication, Data Analytics and Soft Computing (ICECDS)","Temperature Measurement Using Soft Computing Techniques Based on Computer Vision","1","0","4","concealed layer • shrouded layer • warmth source • yield layer AND neural","Invitation for human assessors","–"
"tortured","2017","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2017 International Conference on Trends in Electronics and Informatics (ICEI)","Normalization Using Improvised K-Means Applied in Diagnosing Thyroid Disease with ANN","5","0","4","concealed layer • k-implies bunching • molecule swarm • yield layer AND neural","Invitation for human assessors","–"
"tortured","2017","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2017 International Conference on Electrical, Electronics, Communication, Computer, and Optimization Techniques (ICEECCOT)","Design & Analysis of Super Agent Node to Detect Malignant Nodes Through Occasion-Based Conviction Representation in Wireless Sensor Networks","0","0","4","back likelihood • malignant hub • noxious hub • vitality utilization","Invitation for human assessors","–"
"tortured","2017","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2017 4th International Conference on Signal Processing, Computing and Control (ISPCC)","Polynomial Based Fractal Image Compression Using DWT Screening","1","0","4","flag to clamor • square blunder • squared blunder • wavelet decay","Cabanac","Parabagrotis Sulinaris"
"tortured","2017","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2017 International Conference on Innovations in Green Energy and Healthcare Technologies (IGEHT)","A Survey on Image Processing Techniques for Brain Tumor Detection Using Magnetic Resonance Imaging","7","0","4","attractive reverberation • blunder rate • evacuation of noise • mind tumor","Invitation for human assessors","–"
"tortured","2017","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2017 International Conference on I-SMAC (IoT in Social, Mobile, Analytics and Cloud) (I-SMAC)","Indiscriminate Assortment Navigation Methods for Secure Statistics Transmission in Wireless Sensor Networks","0","0","4","bargained hub • directing convention • steering convention • vitality effective","Invitation for human assessors","–"
"tortured","2016","chapter","Wiley","Biomedical Applications of Polymeric Materials and Composites","Stimuli-Responsive Polymers: Biomedical Applications","5","0","4","adversely charged • contrarily charged • medication conveyance • sign to commotion","Invitation for human assessors","–"
"tortured","2016","proceeding","Association for Computing Machinery (ACM)","Proceedings of the International Conference on Advances in Information Communication Technology & Computing - AICTC '16","Energy Efficient Approach for Intrusion Detection System for WSN by applying Optimal Clustering and Genetic Algorithm","3","0","4","hereditary calculation • leftover vitality • man-made brainpower • vitality utilization","Cabanac","Guillaume Cabanac"
"tortured","2016","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2016 International Conference on Circuit, Power and Computing Technologies (ICCPCT)","Path Construction Using Cognitive Radio Sensing in Wireless Sensor Network","6","0","4","directing convention • leftover vitality • vitality productivity • vitality utilization","Invitation for human assessors","–"
"tortured","2016","proceeding","Institute of Electrical and Electronics Engineers (IEEE)","2016 2nd International Conference on Next Generation Computing Technologies (NGCT)","Improved Copy-Move Forgery Detection in Image by Feature Extraction with KPCA and Adaptive Method","2","0","4","dimensionality decrease • manufactured neural • particular worth disintegration • yield layer AND neural","Invitation for human assessors","–"
"tortured","2014","preprint","Elsevier","SSRN Electronic Journal","Enriched Digital Image Amalgamation Using Alternating Current Coefficients in DCT Domain","0","0","4","attractive reverberation • figured tomography • indicator to commotion • registered tomography","Invitation for human assessors","–"
"tortured","2022","article","Egypts Presidential Specialized Council for Education and Scientific Research","International Egyptian Journal of Nursing Sciences and Research","Effect of Health Education Program about COVID 19 on Older Adults Knowledge, Practice and Perception","0","0","3","extreme intense respiratory • intense respiratory trouble • world wellbeing organization","Invitation for human assessors","–"
"tortured","2022","chapter","Springer Nature","Pervasive Computing and Social Networking","Detection of Credit Card Fraud Using Isolation Forest Algorithm","0","0","3","counterfeit neural • dimensionality decrease • figuring asset","Invitation for human assessors","–"
